query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
lp_0036,220668.lp_0036,1.56E-169,473,"COG0745@1|root,COG0745@2|Bacteria,1TPQG@1239|Firmicutes,4HA8Q@91061|Bacilli,3F4FB@33958|Lactobacillaceae",2|Bacteria,K,response regulator,yycF,"GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141",-,ko:K07668,"ko02020,map02020",M00459,-,-,"ko00000,ko00001,ko00002,ko02022",-,-,-,"Response_reg,Trans_reg_C"
lp_0037,220668.lp_0037,0,1186,"COG5002@1|root,COG5002@2|Bacteria,1TQ1H@1239|Firmicutes,4HA52@91061|Bacilli,3F45G@33958|Lactobacillaceae",2|Bacteria,T,Histidine kinase,vicK,-,2.7.13.3,ko:K07652,"ko02020,map02020",M00459,-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko02022",-,-,-,"HAMP,HATPase_c,HisKA,PAS,PAS_9"
lp_0038,220668.lp_0038,3.55e-313,853,"COG4863@1|root,COG4863@2|Bacteria,1V32Y@1239|Firmicutes,4HG2Q@91061|Bacilli,3F4HR@33958|Lactobacillaceae",2|Bacteria,S,YycH protein,yycH,-,-,-,-,-,-,-,-,-,-,-,YycH
lp_0039,220668.lp_0039,3.54E-195,542,"COG4853@1|root,COG4853@2|Bacteria,1V1FW@1239|Firmicutes,4HFWZ@91061|Bacilli,3F3PV@33958|Lactobacillaceae",2|Bacteria,S,YycH protein,yycI,-,-,-,-,-,-,-,-,-,-,-,YycI
lp_0041,220668.lp_0041,1.71E-200,554,"COG1235@1|root,COG1235@2|Bacteria,1TQ8E@1239|Firmicutes,4HAKD@91061|Bacilli,3F3S4@33958|Lactobacillaceae",2|Bacteria,S,domain protein,vicX,-,3.1.26.11,ko:K00784,"ko03013,map03013",-,-,-,"ko00000,ko00001,ko01000,ko03016",-,-,-,"Lactamase_B,Lactamase_B_2"
lp_0043,220668.lp_0043,1.50E-253,701,"COG0265@1|root,COG0265@2|Bacteria,1TRM8@1239|Firmicutes,4HA31@91061|Bacilli,3F45X@33958|Lactobacillaceae",2|Bacteria,O,serine protease,htrA,"GO:0008150,GO:0009266,GO:0009628,GO:0050896",3.4.21.107,"ko:K04691,ko:K04771","ko01503,ko02020,map01503,map02020",M00728,-,-,"ko00000,ko00001,ko00002,ko01000,ko01002,ko03110",-,-,-,"PDZ_2,Trypsin_2"
lp_0045,220668.lp_0045,6.08E-107,308,"COG1576@1|root,COG1576@2|Bacteria,1V3JM@1239|Firmicutes,4HFP8@91061|Bacilli,3F3YX@33958|Lactobacillaceae",2|Bacteria,J,Specifically methylates the pseudouridine at position 1915 (m3Psi1915) in 23S rRNA,rlmH,-,2.1.1.177,ko:K00783,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,"MDMPI_N,SPOUT_MTase"
lp_0046,220668.lp_0046,5.12E-126,359,"COG1309@1|root,COG1309@2|Bacteria,1UUX8@1239|Firmicutes,4IGCB@91061|Bacilli,3F81V@33958|Lactobacillaceae",2|Bacteria,K,"Bacterial regulatory proteins, tetR family",-,-,-,-,-,-,-,-,-,-,-,-,"TetR_C_10,TetR_N"
lp_0047,220668.lp_0047,0,927,"COG1012@1|root,COG1012@2|Bacteria,1TP4S@1239|Firmicutes,4H9MF@91061|Bacilli,3F47F@33958|Lactobacillaceae",2|Bacteria,C,Belongs to the aldehyde dehydrogenase family,ywdH,-,"1.2.1.3,1.2.1.68","ko:K00128,ko:K00154","ko00010,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00380,ko00410,ko00561,ko00620,ko00625,ko00903,ko00981,ko01100,ko01110,ko01120,ko01130,map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map00625,map00903,map00981,map01100,map01110,map01120,map01130",M00135,"R00264,R00631,R00710,R00904,R01752,R01986,R02549,R02678,R02940,R02957,R03283,R03869,R04065,R04506,R04903,R05050,R05237,R05238,R05286,R06366,R08146","RC00047,RC00071,RC00080,RC00186,RC00218,RC00242,RC00816,RC01500","ko00000,ko00001,ko00002,ko01000",-,-,-,Aldedh
lp_0048,220668.lp_0048,5.97E-157,439,"COG1573@1|root,COG1573@2|Bacteria,1V1F8@1239|Firmicutes,4HFVS@91061|Bacilli,3F4WH@33958|Lactobacillaceae",2|Bacteria,L,Uracil-DNA glycosylase,ung2,-,3.2.2.27,ko:K21929,"ko03410,map03410",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,UDG
lp_0050,220668.lp_0050,8.12E-158,442,"COG0778@1|root,COG0778@2|Bacteria,1V6AG@1239|Firmicutes,4HN5N@91061|Bacilli,3F6YM@33958|Lactobacillaceae",2|Bacteria,C,nitroreductase,pnb,-,-,-,-,-,-,-,-,-,-,-,Nitroreductase
lp_0052,220668.lp_0052,4.95E-86,253,"COG0720@1|root,COG0720@2|Bacteria,1VEAX@1239|Firmicutes,4HZ0J@91061|Bacilli,3F7HK@33958|Lactobacillaceae",2|Bacteria,H,6-pyruvoyl tetrahydropterin synthase,queD,-,"4.1.2.50,4.2.3.12",ko:K01737,"ko00790,ko01100,map00790,map01100","M00842,M00843","R04286,R09959","RC01117,RC02846,RC02847","ko00000,ko00001,ko00002,ko01000,ko03016",-,-,-,PTPS
lp_0053,220668.lp_0053,9.45E-152,426,"2C009@1|root,32UHI@2|Bacteria,1V4P1@1239|Firmicutes,4HH50@91061|Bacilli,3F5IU@33958|Lactobacillaceae",2|Bacteria,S,"Elongation factor G-binding protein, N-terminal",-,-,-,-,-,-,-,-,-,-,-,-,"EF-G-binding_N,FBP_C"
lp_0054,220668.lp_0054,2.96E-204,564,"299D6@1|root,2ZWG2@2|Bacteria,1V564@1239|Firmicutes,4HI66@91061|Bacilli,3F6SE@33958|Lactobacillaceae",2|Bacteria,S,Protein of unknown function (DUF2785),-,-,-,-,-,-,-,-,-,-,-,-,DUF2785
lp_0055,220668.lp_0055,0,1585,"COG0431@1|root,COG1053@1|root,COG3976@1|root,COG0431@2|Bacteria,COG1053@2|Bacteria,COG3976@2|Bacteria,1UZHI@1239|Firmicutes,4I3MZ@91061|Bacilli,3F4A4@33958|Lactobacillaceae",2|Bacteria,C,FMN_bind,nqr,-,"1.3.5.4,1.5.1.36","ko:K00244,ko:K22393","ko00020,ko00190,ko00620,ko00650,ko00720,ko00740,ko01100,ko01110,ko01120,ko01130,ko01200,ko02020,map00020,map00190,map00620,map00650,map00720,map00740,map01100,map01110,map01120,map01130,map01200,map02020","M00009,M00011,M00150,M00173","R02164,R05705,R09748,R09750","RC00045,RC00126","ko00000,ko00001,ko00002,ko01000",-,-,-,"FAD_binding_2,FMN_bind,FMN_red,Oxidored_FMN"
lp_0056,220668.lp_0056,0,898,"COG0471@1|root,COG0471@2|Bacteria,1TSGE@1239|Firmicutes,4HDE4@91061|Bacilli,3F4RH@33958|Lactobacillaceae",2|Bacteria,P,Sodium:sulfate symporter transmembrane region,yflS,-,-,ko:K03319,-,-,-,-,ko00000,2.A.47,-,-,Na_sulph_symp
lp_0057,220668.lp_0057,5.93E-204,565,"COG0583@1|root,COG0583@2|Bacteria,1V5VW@1239|Firmicutes,4HHDY@91061|Bacilli,3F5D2@33958|Lactobacillaceae",2|Bacteria,K,LysR family,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
lp_0058,220668.lp_0058,2.49E-95,278,"COG0716@1|root,COG0716@2|Bacteria,1VCK0@1239|Firmicutes,4I1W9@91061|Bacilli,3F6FQ@33958|Lactobacillaceae",2|Bacteria,C,FMN binding,-,-,-,-,-,-,-,-,-,-,-,-,"Flavodoxin_3,Flavodoxin_5"
lp_0059,220668.lp_0059,4.48E-98,285,"COG0394@1|root,COG0394@2|Bacteria,1V3JW@1239|Firmicutes,4HH49@91061|Bacilli,3F6GQ@33958|Lactobacillaceae",2|Bacteria,T,Belongs to the low molecular weight phosphotyrosine protein phosphatase family,arsC,"GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0008794,GO:0016491,GO:0030611,GO:0030613,GO:0030614,GO:0042221,GO:0046685,GO:0050896,GO:0055114",1.20.4.1,ko:K03741,-,-,-,-,"ko00000,ko01000",-,-,-,LMWPc
lp_0060,220668.lp_0060,4.06E-211,582,"COG4221@1|root,COG4221@2|Bacteria,1UI5T@1239|Firmicutes,4HI5J@91061|Bacilli,3FBSB@33958|Lactobacillaceae",2|Bacteria,S,KR domain,ptlF,-,-,-,-,-,-,-,-,-,-,-,adh_short
lp_0061,220668.lp_0061,5.74E-204,564,"COG4689@1|root,COG4689@2|Bacteria,1VW7Z@1239|Firmicutes,4I17W@91061|Bacilli,3F5RQ@33958|Lactobacillaceae",2|Bacteria,Q,Acetoacetate decarboxylase (ADC),adc,-,4.1.1.4,ko:K01574,"ko00072,ko00640,ko01100,map00072,map00640,map01100",M00088,R01366,RC00040,"ko00000,ko00001,ko00002,ko01000",-,-,-,ADC
lp_0062,220668.lp_0062,5.07E-157,440,"COG0778@1|root,COG0778@2|Bacteria,1UYJU@1239|Firmicutes,4HBVQ@91061|Bacilli,3F4H1@33958|Lactobacillaceae",2|Bacteria,C,Nitroreductase family,drgA,-,-,-,-,-,-,-,-,-,-,-,Nitroreductase
lp_0063,220668.lp_0063,0,1005,"COG2508@1|root,COG2508@2|Bacteria,1TRRH@1239|Firmicutes,4HQKK@91061|Bacilli,3F5KD@33958|Lactobacillaceae",2|Bacteria,QT,PucR C-terminal helix-turn-helix domain,-,-,-,ko:K09684,-,-,-,-,"ko00000,ko03000",-,-,-,HTH_30
lp_0066,220668.lp_0066,3.83E-155,436,"COG0637@1|root,COG0637@2|Bacteria,1UY8N@1239|Firmicutes,4HF3K@91061|Bacilli,3F4ST@33958|Lactobacillaceae",2|Bacteria,S,beta-phosphoglucomutase,pgmB,"GO:0000287,GO:0003674,GO:0003824,GO:0004805,GO:0005488,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0006793,GO:0006796,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008801,GO:0009058,GO:0009292,GO:0009294,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0016853,GO:0016866,GO:0016868,GO:0019203,GO:0030312,GO:0033554,GO:0034637,GO:0040007,GO:0042221,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044424,GO:0044444,GO:0044464,GO:0044764,GO:0046351,GO:0046677,GO:0046872,GO:0050896,GO:0051704,GO:0051716,GO:0071704,GO:0071944,GO:1901576","2.4.1.64,3.1.3.12,3.2.1.28,5.4.2.6","ko:K01087,ko:K01194,ko:K01838,ko:K05342","ko00500,ko01100,map00500,map01100",-,"R00010,R02727,R02728,R02778,R11310","RC00017,RC00049,RC00408","ko00000,ko00001,ko00537,ko01000",-,"GH37,GH65",-,"Glyco_hydro_65C,Glyco_hydro_65N,Glyco_hydro_65m,HAD_2,Hydrolase,Trehalose_PPase"
lp_0067,220668.lp_0067,2.28E-250,686,"COG3049@1|root,COG3049@2|Bacteria,1TPZS@1239|Firmicutes,4HC4Y@91061|Bacilli,3F4NH@33958|Lactobacillaceae",2|Bacteria,M,"Linear amide C-N hydrolase, choloylglycine hydrolase family protein",pva1,-,3.5.1.24,ko:K01442,"ko00120,ko00121,ko01100,map00120,map00121,map01100",-,"R02797,R03975,R03977,R04486,R04487,R05835","RC00090,RC00096","ko00000,ko00001,ko01000",-,-,-,CBAH
lp_0068,220668.lp_0068,0,866,"COG2966@1|root,COG3610@1|root,COG2966@2|Bacteria,COG3610@2|Bacteria,1TNZH@1239|Firmicutes,4HU4D@91061|Bacilli,3F4FR@33958|Lactobacillaceae",2|Bacteria,S,Putative threonine/serine exporter,yjjP,-,-,-,-,-,-,-,-,-,-,-,"ThrE,ThrE_2"
lp_0069,220668.lp_0069,1.68E-175,489,"COG2365@1|root,COG2365@2|Bacteria,1V6Q5@1239|Firmicutes,4HJKY@91061|Bacilli,3F5X1@33958|Lactobacillaceae",2|Bacteria,T,Tyrosine phosphatase family,ptp1,-,3.1.3.48,ko:K01104,-,-,-,-,"ko00000,ko01000",-,-,-,Y_phosphatase3
lp_0070,220668.lp_0070,3.02E-300,820,"COG2368@1|root,COG2368@2|Bacteria,1TQ70@1239|Firmicutes,4HA4I@91061|Bacilli,3F5BC@33958|Lactobacillaceae",2|Bacteria,Q,4-hydroxyphenylacetate,hpaH,-,"1.14.14.8,1.14.14.9","ko:K00483,ko:K16901","ko00350,ko00380,ko01120,ko01220,map00350,map00380,map01120,map01220",-,"R02698,R03299,R09517",RC00046,"ko00000,ko00001,ko01000",-,-,-,"HpaB,HpaB_N"
lp_0072,220668.lp_0072,1.65E-106,306,"COG4405@1|root,COG4405@2|Bacteria,1V6S0@1239|Firmicutes,4HKKR@91061|Bacilli,3F7EV@33958|Lactobacillaceae",2|Bacteria,S,ASCH,XK27_01300,-,6.3.3.2,ko:K01934,"ko00670,ko01100,map00670,map01100",-,R02301,RC00183,"ko00000,ko00001,ko01000",-,-,-,ASCH
lp_0073,220668.lp_0073,3.06E-165,461,"COG0518@1|root,COG0518@2|Bacteria,1UAH0@1239|Firmicutes,4HHTX@91061|Bacilli,3F4AV@33958|Lactobacillaceae",2|Bacteria,F,glutamine amidotransferase,yfeJ,-,6.3.5.2,ko:K01951,"ko00230,ko00983,ko01100,map00230,map00983,map01100",M00050,"R01230,R01231,R08244","RC00010,RC00204","ko00000,ko00001,ko00002,ko01000,ko01002",-,-,-,GATase
lp_0074,220668.lp_0074,6.07E-223,614,"COG2378@1|root,COG2378@2|Bacteria,1U8E4@1239|Firmicutes,4IQQI@91061|Bacilli,3FBID@33958|Lactobacillaceae",2|Bacteria,K,WYL domain,yobV1,-,-,-,-,-,-,-,-,-,-,-,"HTH_11,WYL"
lp_0075,220668.lp_0075,8.10E-153,429,"COG1182@1|root,COG1182@2|Bacteria,1V2AQ@1239|Firmicutes,4HGK5@91061|Bacilli,3F580@33958|Lactobacillaceae",2|Bacteria,C,"Catalyzes the reductive cleavage of azo bond in aromatic azo compounds to the corresponding amines. Requires NADH, but not NADPH, as an electron donor for its activity",azoR,"GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0008081,GO:0008150,GO:0008152,GO:0008770,GO:0009987,GO:0016787,GO:0016788,GO:0019752,GO:0032787,GO:0042578,GO:0043436,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0071704,GO:0140096",-,ko:K01118,-,-,-,-,"ko00000,ko01000",-,-,-,Flavodoxin_2
lp_0076,220668.lp_0076,0,1340,"COG0480@1|root,COG0480@2|Bacteria,1TPQH@1239|Firmicutes,4HAS9@91061|Bacilli,3F4B4@33958|Lactobacillaceae",2|Bacteria,J,elongation factor G,tetP,-,-,ko:K02355,-,-,-,-,"ko00000,ko03012,ko03029",-,-,-,"EFG_C,EFG_II,EFG_IV,GTP_EFTU,NYN_YacP"
lp_0077,220668.lp_0077,2.81E-164,459,"28P7V@1|root,2ZC22@2|Bacteria,1V2CT@1239|Firmicutes,4HG6A@91061|Bacilli,3F6CH@33958|Lactobacillaceae",2|Bacteria,S,Protein of unknown function,-,-,-,-,-,-,-,-,-,-,-,-,"DUF1835,DUF3658"
lp_0078,220668.lp_0078,4.83E-198,550,"COG0697@1|root,COG0697@2|Bacteria,1V23Q@1239|Firmicutes,4HDPS@91061|Bacilli,3FBA3@33958|Lactobacillaceae",2|Bacteria,EG,EamA-like transporter family,-,-,-,-,-,-,-,-,-,-,-,-,EamA
lp_0080,220668.lp_0080,7.65E-121,344,"COG0454@1|root,COG0456@2|Bacteria,1VEEJ@1239|Firmicutes,4HP6M@91061|Bacilli,3FBDP@33958|Lactobacillaceae",2|Bacteria,K,FR47-like protein,MA20_25245,-,-,-,-,-,-,-,-,-,-,-,"Acetyltransf_1,Acetyltransf_10"
lp_0081,220668.lp_0081,2.41E-163,456,"COG0693@1|root,COG0693@2|Bacteria,1UG8E@1239|Firmicutes,4HCBM@91061|Bacilli,3F4SD@33958|Lactobacillaceae",2|Bacteria,S,DJ-1/PfpI family,hchA,-,-,-,-,-,-,-,-,-,-,-,DJ-1_PfpI
lp_0082,220668.lp_0082,1.77E-236,650,"COG0604@1|root,COG0604@2|Bacteria,1TQ0M@1239|Firmicutes,4HA8M@91061|Bacilli,3F4EJ@33958|Lactobacillaceae",2|Bacteria,C,nadph quinone reductase,-,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0007275,GO:0007399,GO:0008150,GO:0009987,GO:0010975,GO:0016020,GO:0019867,GO:0022008,GO:0030154,GO:0031090,GO:0031344,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0032501,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045595,GO:0045664,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050767,GO:0050773,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051239,GO:0051960,GO:0060284,GO:0065007,GO:0098588,GO:0098805,GO:0120035,GO:2000026",1.1.1.1,ko:K00001,"ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220",-,"R00623,R00754,R02124,R04805,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310","RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01734,RC02273","ko00000,ko00001,ko01000",-,-,-,"ADH_N,ADH_zinc_N_2"
lp_0083,220668.lp_0083,5.50E-67,203,"COG0640@1|root,COG0640@2|Bacteria,1VFY4@1239|Firmicutes,4HP5T@91061|Bacilli,3FB52@33958|Lactobacillaceae",2|Bacteria,K,"helix_turn_helix, Arsenical Resistance Operon Repressor",-,-,-,ko:K03892,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_20,HTH_5"
lp_0085,220668.lp_0085,3.61E-303,828,"COG0534@1|root,COG0534@2|Bacteria,1TPFM@1239|Firmicutes,4HEHY@91061|Bacilli,3F3KX@33958|Lactobacillaceae",2|Bacteria,V,MATE efflux family protein,mepA,-,-,ko:K18908,-,M00705,-,-,"ko00000,ko00002,ko01504,ko02000",2.A.66.1.13,-,-,MatE
lp_0088,220668.lp_0088,9.78E-219,602,"COG2267@1|root,COG2267@2|Bacteria,1TRMT@1239|Firmicutes,4HE23@91061|Bacilli,3F40N@33958|Lactobacillaceae",2|Bacteria,E,Releases the N-terminal proline from various substrates,pepI,-,"3.4.11.5,3.5.1.101","ko:K01259,ko:K18457","ko00330,map00330",-,R00135,-,"ko00000,ko00001,ko01000,ko01002",-,-,-,Abhydrolase_1
lp_0089,220668.lp_0089,2.71E-181,504,"COG3022@1|root,COG3022@2|Bacteria,1TR33@1239|Firmicutes,4HFN2@91061|Bacilli,3F4KR@33958|Lactobacillaceae",2|Bacteria,S,Belongs to the UPF0246 family,yaaA,-,-,ko:K09861,-,-,-,-,ko00000,-,-,-,H2O2_YaaD
lp_0091,220668.lp_0091,2.38E-99,288,"2A775@1|root,30W3A@2|Bacteria,1U501@1239|Firmicutes,4IKCQ@91061|Bacilli,3F6AF@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_0092,220668.lp_0092,0,1077,"COG4166@1|root,COG4166@2|Bacteria,1TNYQ@1239|Firmicutes,4HAMK@91061|Bacilli,3F46R@33958|Lactobacillaceae",2|Bacteria,E,"Bacterial extracellular solute-binding proteins, family 5 Middle",oppA,-,-,"ko:K02035,ko:K15580","ko01501,ko02010,ko02024,map01501,map02010,map02024","M00239,M00439",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.5,3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25",-,-,SBP_bac_5
lp_0096,220668.lp_0096,5.90E-181,503,"29NK9@1|root,309I8@2|Bacteria,1U555@1239|Firmicutes,4IEWG@91061|Bacilli,3F4QT@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_0098,220668.lp_0098,2.92E-186,517,"COG1708@1|root,COG1708@2|Bacteria,1UCIC@1239|Firmicutes,4HEP7@91061|Bacilli,3F5YN@33958|Lactobacillaceae",2|Bacteria,H,Mediates bacterial resistance to the antibiotics streptomycin and spectomycin,ant1,-,2.7.7.47,ko:K00984,-,-,-,-,"ko00000,ko01000,ko01504",-,-,-,"DUF4111,NTP_transf_2"
lp_0099,220668.lp_0099,1.67E-54,169,"2BWF7@1|root,30A8B@2|Bacteria,1U6BN@1239|Firmicutes,4IG3A@91061|Bacilli,3F7J1@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_0100,220668.lp_0100,1.05E-166,466,"COG1122@1|root,COG1122@2|Bacteria,1V16T@1239|Firmicutes,4HI15@91061|Bacilli,3F5BR@33958|Lactobacillaceae",2|Bacteria,P,ABC transporter,cbiO,"GO:0000041,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0015675,GO:0016020,GO:0016021,GO:0030001,GO:0031224,GO:0032991,GO:0043190,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0071944,GO:0098533,GO:0098796,GO:0098797,GO:1902494,GO:1902495,GO:1904949,GO:1990351",-,ko:K02006,"ko02010,map02010","M00245,M00246",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.18,3.A.1.22,3.A.1.23",-,-,ABC_tran
lp_0101,220668.lp_0101,8.38E-193,535,"COG0619@1|root,COG0619@2|Bacteria,1V7YC@1239|Firmicutes,4HRFQ@91061|Bacilli,3F6UF@33958|Lactobacillaceae",2|Bacteria,P,Cobalt transport protein,nikQ,-,-,ko:K02008,"ko02010,map02010","M00245,M00246",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.18,3.A.1.22,3.A.1.23",-,-,CbiQ
lp_0102,220668.lp_0102,7.48E-235,646,"COG0310@1|root,COG0310@2|Bacteria,1TPEN@1239|Firmicutes,4IRCD@91061|Bacilli,3F4V7@33958|Lactobacillaceae",2|Bacteria,P,PDGLE domain,cbiM,"GO:0000041,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0015675,GO:0016020,GO:0016021,GO:0030001,GO:0031224,GO:0032991,GO:0043190,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0071944,GO:0098533,GO:0098796,GO:0098797,GO:1902494,GO:1902495,GO:1904949,GO:1990351",-,ko:K02007,"ko02010,map02010","M00245,M00246",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.18,3.A.1.22,3.A.1.23",-,-,"CbiM,PDGLE"
lp_0103,220668.lp_0103,1.39E-156,439,"COG0664@1|root,COG0664@2|Bacteria,1UXDW@1239|Firmicutes,4HCRG@91061|Bacilli,3F5KR@33958|Lactobacillaceae",2|Bacteria,K,Crp-like helix-turn-helix domain,rcfB,-,-,ko:K10914,"ko02020,ko02024,ko02025,ko02026,ko05111,map02020,map02024,map02025,map02026,map05111",-,-,-,"ko00000,ko00001,ko03000",-,-,-,HTH_Crp_2
lp_0104,220668.lp_0104,3.91E-306,834,"COG3875@1|root,COG3875@2|Bacteria,1TQ1C@1239|Firmicutes,4HDCE@91061|Bacilli,3F3MP@33958|Lactobacillaceae",2|Bacteria,S,Domain of unknown function (DUF2088),larA,-,5.1.2.1,ko:K22373,"ko00620,map00620",-,R01450,RC00519,"ko00000,ko00001,ko01000",-,-,-,DUF2088
lp_0105,220668.lp_0105,1.86E-162,456,"COG1691@1|root,COG1691@2|Bacteria,1TP0Z@1239|Firmicutes,4HBMK@91061|Bacilli,3F526@33958|Lactobacillaceae",2|Bacteria,S,AIR carboxylase,cpmA,-,-,ko:K06898,-,-,-,-,ko00000,-,-,-,AIRC
lp_0106,220668.lp_0106,2.03E-179,500,"COG1641@1|root,COG1641@2|Bacteria,1TPAV@1239|Firmicutes,4HC7I@91061|Bacilli,3F408@33958|Lactobacillaceae",2|Bacteria,S,"Involved in the biosynthesis of a nickel-pincer cofactor ((SCS)Ni(II) pincer complex). Binds Ni(2 ), and functions in nickel delivery to pyridinium-3,5-bisthiocarboxylic acid mononucleotide (P2TMN), to form the mature cofactor. Is thus probably required for the activation of nickel-pincer cofactor- dependent enzymes",larC,-,4.99.1.12,"ko:K06898,ko:K09121",-,-,-,-,"ko00000,ko01000",-,-,-,DUF111
lp_0107,220668.lp_0107,6.32E-99,287,"COG1641@1|root,COG1641@2|Bacteria,1V4CM@1239|Firmicutes,4IBXK@91061|Bacilli,3F6BC@33958|Lactobacillaceae",2|Bacteria,S,Protein of unknown function DUF111,larC,-,4.99.1.12,"ko:K06898,ko:K09121",-,-,-,-,"ko00000,ko01000",-,-,-,DUF111
lp_0108,220668.lp_0108,4.84E-170,474,"COG0580@1|root,COG0580@2|Bacteria,1TP4T@1239|Firmicutes,4HAWP@91061|Bacilli,3F4Y7@33958|Lactobacillaceae",2|Bacteria,U,Belongs to the MIP aquaporin (TC 1.A.8) family,glpF,-,-,ko:K02440,-,-,-,-,"ko00000,ko02000","1.A.8.1,1.A.8.2",-,-,MIP
lp_0109,220668.lp_0109,6.38E-194,538,"COG1606@1|root,COG1606@2|Bacteria,1TPB2@1239|Firmicutes,4HAZT@91061|Bacilli,3F3Z9@33958|Lactobacillaceae",2|Bacteria,S,NAD synthase,larE,-,-,ko:K06864,-,-,-,-,ko00000,-,-,-,"ATP_bind_3,Asn_synthase,NAD_synthase"
lp_0111,220668.lp_0111,3.02E-228,629,"COG0604@1|root,COG0604@2|Bacteria,1TZGF@1239|Firmicutes,4HEDQ@91061|Bacilli,3FC43@33958|Lactobacillaceae",2|Bacteria,C,Zinc-binding dehydrogenase,-,-,1.6.5.5,ko:K00344,-,-,-,-,"ko00000,ko01000",-,-,-,"ADH_N,ADH_zinc_N,ADH_zinc_N_2"
