Name,p1,p2,p3,m1,m2,m3,accession,Gene,Product
lp_0290,17,28,16,24,33,35,NC_004567.2:261866-262897,YP_004888329.1,transcriptional attenuator%2C cell envelope-related%2C LytR family
lp_0291,319,606,339,538,574,701,NC_004567.2:263170-264564,YP_004888330.1,glycolate dehydrogenase%2C subunit GlcD%2CFAD-binding
lp_0292,208,355,206,304,407,315,NC_004567.2:264729-265016,YP_004888331.1,hypothetical protein
lp_0293,488,892,511,675,672,797,NC_004567.2:265061-265753,YP_004888332.1,GTP pyrophosphokinase
lp_0294,118,223,135,156,159,190,NC_004567.2:266009-266581,YP_004888333.1,TetR family transcriptional regulator
lp_0295,1786,3158,1741,1887,2087,2531,NC_004567.2:266762-270895,YP_004888334.1,transport protein%2C MMPL family
lp_0296,109,181,90,151,152,202,NC_004567.2:271075-271638,YP_004888335.1,DNA-3-methyladenine glycosylase I
lp_0297,257,486,283,368,447,538,NC_004567.2:271879-273936,YP_004888336.1,extracellular protein%2C CscC family
lp_0298,9,15,16,10,22,29,NC_004567.2:274259-275737,YP_004888337.1,ABC transporter permease
lp_0299,11,21,12,27,16,37,NC_004567.2:275749-276408,YP_004888338.1,ABC transporter ATP-binding protein
lp_0300,49,118,55,86,121,148,NC_004567.2:276537-277298,YP_004888339.1,membrane-bound protease%2C CAAX family
lp_0301,86,135,66,172,161,194,NC_004567.2:277394-278113,YP_004888340.1,membrane-bound protease%2C CAAX family
lp_0302,846,1471,894,1339,1329,1828,NC_004567.2:278235-279038,YP_004888341.1,extracellular transglycosylase
lp_0304,790,1342,869,1205,1267,1725,NC_004567.2:280089-280727,YP_004888342.1,extracellular transglycosylase
lp_0305,80,110,62,96,70,99,NC_004567.2:281132-281506,YP_004888343.1,glycine cleavage system%2C H protein
lp_0306,200,296,176,228,255,277,NC_004567.2:281516-282433,YP_004888344.1,hypothetical protein
lp_0307,156,243,159,203,231,226,NC_004567.2:282430-283146,YP_004888345.1,hypothetical protein
lp_0308,675,945,596,825,921,980,NC_004567.2:283146-285515,YP_004888346.1,DNA helicase
lp_0309,98,177,82,163,143,196,NC_004567.2:285935-286297,YP_004888347.1,membrane protein
lp_0310,569,1342,608,1005,1242,1422,NC_004567.2:286486-287682,YP_004888348.1,acetate kinase
lp_0311,50,98,69,111,106,151,NC_004567.2:287809-288252,YP_004888349.1,GNAT family acetyltransferase
lp_0312,64,168,69,139,157,167,NC_004567.2:288326-288748,YP_004888350.1,MarR family transcriptional regulator
lp_0313,3374,6064,3486,5299,5676,7400,NC_004567.2:288937-290139,YP_004888351.1,NADH dehydrogenase
lp_0314,18,50,34,33,52,71,NC_004567.2:290271-290603,YP_004888352.1,membrane protein
lp_0315,301,446,260,362,374,454,NC_004567.2:290703-291773,YP_004888353.1,spermidine/putrescine ABC transporter%2Csubstrate binding protein
lp_0316,183,262,177,186,194,258,NC_004567.2:291770-292585,YP_004888354.1,spermidine/putrescine ABC transporter permease
lp_0317,184,293,176,258,254,333,NC_004567.2:292585-293418,YP_004888355.1,spermidine/putrescine ABC transporter permease
lp_0318,304,485,298,381,409,463,NC_004567.2:293430-294527,YP_004888356.1,spermidine/putrescine ABC transporter ATP-binding protein
lp_0319,71,109,63,75,81,82,NC_004567.2:294598-295140,YP_004888357.1,spermidine/putrescine transport operon transcriptional regulator
lp_0320,1049,1943,1097,1737,1716,2126,NC_004567.2:295609-296076,YP_004888358.1,hypothetical protein
lp_0321,139,188,108,173,185,242,NC_004567.2:296263-296748,YP_004888359.1,GNAT family acetyltransferase
lp_0322,279,456,261,373,423,494,NC_004567.2:296752-297279,YP_004888360.1,GNAT family acetyltransferase
lp_0324,163,313,185,263,249,411,NC_004567.2:297373-297558,YP_004888361.1,hypothetical protein
lp_0325,59,96,50,68,80,86,NC_004567.2:297819-298172,YP_004888362.1,acetoin transport repressor%2C GntR family
lp_0326,150,315,190,238,258,332,NC_004567.2:298172-299065,YP_004888363.1,acetoin ABC transporter%2C ATP-binding protein
lp_0327,212,396,221,301,390,396,NC_004567.2:299078-300091,YP_004888364.1,acetoin ABC transporter%2C permease protein
lp_0329,490,772,484,580,583,721,NC_004567.2:300197-301564,YP_004888365.1,acetaldehyde dehydrogenase
lp_0330,35716,58209,34967,52495,55989,60922,NC_004567.2:301990-302853,YP_004888366.1,fructose-bisphosphate aldolase
lp_0331,550,774,461,601,687,767,NC_004567.2:303146-304462,YP_004888367.1,carbohydrate (isoprimoverose like)/proton symporter%2C GPH family
lp_0332,333,567,378,436,504,626,NC_004567.2:304632-305534,YP_004888368.1,membrane protein
lp_0333,13,34,11,17,25,34,NC_004567.2:305547-305747,YP_004888369.1,hypothetical protein
lp_0334,1719,2768,1487,2282,2499,2431,NC_004567.2:306430-307842,YP_004888370.1,dipeptidase
lp_0335,613,1097,564,985,1028,1298,NC_004567.2:307908-308153,YP_004888371.1,hypothetical protein
lp_0336,39,118,56,68,84,92,NC_004567.2:308282-308845,YP_004888372.1,biotin transporter
lp_0337,114,224,104,192,175,224,NC_004567.2:308883-309854,YP_004888373.1,biotin-[acetyl-CoA-carboxylase] ligase and biotin operon repressor
lp_0338,42,81,36,75,72,80,NC_004567.2:309851-310165,YP_004888374.1,CHY zinc finger family protein
lp_0339,318,554,251,373,448,530,NC_004567.2:310326-311501,YP_004888375.1,LL-diaminopimelate aminotransferase%2C AAT family%2C PLP-dependent
lp_0340,336,526,333,677,626,787,NC_004567.2:311677-312843,YP_004888376.1,hypothetical protein
lp_0343,468,971,448,663,835,980,NC_004567.2:313438-314253,YP_004888377.1,teichoic acid ABC transporter%2C permease protein
lp_0344,1246,2137,1304,1491,1954,2328,NC_004567.2:314266-315357,YP_004888378.1,teichoic acid ABC transporter%2C ATP-binding protein
lp_0346,1,1,1,2,1,5,NC_004567.2:315736-316008,YP_004888379.1,membrane protein
lp_0347,34,72,28,52,36,62,NC_004567.2:316235-316777,YP_004888380.1,PadR family transcriptional regulator
lp_0348,242,445,220,297,325,358,NC_004567.2:316774-318219,YP_004888381.1,multidrug-efflux transporter%2C major facilitator superfamily (MFS)%2C EmrB family
lp_0349,88,107,83,109,50,102,NC_004567.2:318549-319865,YP_004888382.1,ammonium transport protein
lp_0350,24,49,29,32,53,55,NC_004567.2:320360-321319,YP_004888383.1,L-2-hydroxyisocaproate dehydrogenase
lp_0351,200,602,185,325,288,384,NC_004567.2:321422-321691,YP_004888384.1,membrane protein
lp_0353,24,51,25,18,28,27,NC_004567.2:321922-322485,YP_004888385.1,extracellular zinc metalloproteinase%2C M10 family
lp_0354,210,410,218,339,379,461,NC_004567.2:322679-323347,YP_004888386.1,ribose 5-phosphate epimerase
lp_0355,1799,3345,1589,2886,3203,3629,NC_004567.2:323497-325002,YP_004888387.1,multicopper oxidase
lp_0357,476,958,450,670,626,852,NC_004567.2:325267-325635,YP_004888388.1,membrane protein
lp_0358,963,1336,792,1210,1247,1576,NC_004567.2:325748-326257,YP_004888389.1,phospholipid-binding protein
lp_0359,299,436,235,273,275,315,NC_004567.2:326288-327484,YP_004888390.1,hypothetical protein
lp_0360,51,100,47,68,57,107,NC_004567.2:327594-328064,YP_004888391.1,Rrf2 family transcriptional regulator
lp_0361,101,132,81,105,110,131,NC_004567.2:328083-328538,YP_004888392.1,hypothetical protein
lp_0362,624,977,597,835,903,1198,NC_004567.2:328642-329214,YP_004888393.1,acetyl-CoA carboxylase%2C biotin carboxyl carrier protein
lp_0363,828,1336,745,1043,1033,1310,NC_004567.2:329380-330300,YP_004888394.1,purine nucleosidase
lp_0364,463,752,394,609,655,786,NC_004567.2:330437-331336,YP_004888395.1,short-chain dehydrogenase
lp_0365,46,113,48,78,97,90,NC_004567.2:331776-333656,YP_004888396.1,membrane protein
lp_0366,17,31,11,16,21,20,NC_004567.2:333828-334274,YP_004888397.1,ribonuclease H-like protein
lp_0367,751,1488,747,1176,1446,1468,NC_004567.2:334512-336038,YP_004888398.1,glycine betaine/carnitine/choline ABC transporter%2C substrate binding and permease protein
lp_0368,944,1645,931,1339,1549,1565,NC_004567.2:336039-337010,YP_004888399.1,glycine betaine/carnitine/choline ABC transporter%2C ATP-binding protein
lp_0369,2434,3791,2042,3150,3066,3651,NC_004567.2:337088-338419,YP_004888400.1,glutathione reductase
lp_0370,409,618,339,624,735,846,NC_004567.2:338885-340402,YP_004888401.1,glycerol kinase
lp_0371,231,390,211,387,369,370,NC_004567.2:340417-342246,YP_004888402.1,glycerol-3-phosphate dehydrogenase%2CFAD-dependent
lp_0372,71,99,60,97,63,109,NC_004567.2:342261-342983,YP_004888403.1,glycerol uptake facilitator protein
lp_0373,28,55,31,31,37,56,NC_004567.2:343570-347265,YP_004888404.1,cell surface protein precursor%2C LPXTG-motif cell wall anchor
lp_0374,68,118,57,86,84,135,NC_004567.2:347267-349054,YP_004888405.1,extracellular protein%2C lysine-rich
lp_0375,28,81,40,66,82,78,NC_004567.2:349069-349488,YP_004888406.1,hypothetical protein
lp_0376,37,99,45,73,105,117,NC_004567.2:349537-349800,YP_004888407.1,membrane protein
lp_0377,19,50,11,29,28,39,NC_004567.2:349902-350180,YP_004888408.1,membrane protein
lp_0379,99,192,79,136,146,173,NC_004567.2:350484-351401,YP_004888409.1,hypothetical protein
lp_0381,35,63,37,51,73,67,NC_004567.2:352126-352668,YP_004888410.1,ankyrin repeat family protein
lp_0382,48,70,34,64,86,71,NC_004567.2:352683-352946,YP_004888411.1,membrane protein
lp_0383,4,18,7,9,6,14,NC_004567.2:353063-353266,YP_004888412.1,membrane protein
lp_0384,10,30,10,16,29,30,NC_004567.2:353355-353630,YP_004888413.1,hypothetical protein
lp_0385,33,57,38,47,54,47,NC_004567.2:353648-354034,YP_004888414.1,hypothetical protein
lp_0386,21,29,12,18,23,35,NC_004567.2:354260-354415,YP_008479735.1,NADH azoreductase
lp_0388,21,48,28,37,49,48,NC_004567.2:355101-355508,YP_004888416.1,hypothetical protein
lp_0391,22,36,19,22,34,40,NC_004567.2:356779-357057,YP_004888417.1,membrane protein
lp_0393,41,61,38,66,47,81,NC_004567.2:357384-358001,YP_004888418.1,galactoside O-acetyltransferase
lp_0394,175,231,129,142,177,203,NC_004567.2:358005-359159,YP_004888419.1,transport protein%2C major facilitator superfamily (MFS)
lp_0395,126,218,122,158,182,183,NC_004567.2:359163-359954,YP_004888420.1,hydrolase%2C HAD superfamily%2C Cof family
lp_0396,175,274,136,231,206,263,NC_004567.2:360025-360897,YP_004888421.1,AraC family transcriptional regulator
lp_0397,60,92,66,76,64,79,NC_004567.2:361057-361872,YP_004888422.1,hydrolase%2C HAD superfamily%2C Cof family
lp_0399,206,304,186,254,239,298,NC_004567.2:362398-363774,YP_004888423.1,branched-chain (main: valine) amino acid transporter%2C LIVCS family
lp_0400,315,498,269,406,419,498,NC_004567.2:363819-365003,YP_004888424.1,Na(+)/H(+) antiporter
lp_0402,8,40,16,27,29,33,NC_004567.2:365388-365591,YP_004888425.1,hypothetical protein
lp_0403,5,10,3,7,10,14,NC_004567.2:365826-365978,YP_004888426.1,plantaricin biosynthesis protein PlnR
lp_0404,20,43,22,49,58,54,NC_004567.2:366003-366671,YP_004888427.1,bacteriocin immunity protein PlnL
lp_0405,2,3,3,5,7,2,NC_004567.2:366668-366841,YP_004888428.1,bacteriocin precursor peptide PlnK
lp_0406,1,3,4,5,2,6,NC_004567.2:366872-367039,YP_004888429.1,bacteriocin precursor peptide PlnJ
lp_0409,2,9,4,5,7,19,NC_004567.2:367901-368101,YP_004888430.1,bacteriocin immunity protein PlnM
lp_0410,4,26,5,18,20,28,NC_004567.2:368229-368396,YP_004888431.1,bacteriocin precursor peptide PlnN
lp_0411,25,66,28,50,60,97,NC_004567.2:368514-369713,YP_004888432.1,plantaricin biosynthesis protein PlnO
lp_0412,36,70,52,86,83,109,NC_004567.2:369744-370490,YP_004888433.1,bacteriocin immunity protein PlnP%2Cmembrane-bound protease CAAX family
lp_0413,2,7,4,9,8,9,NC_004567.2:370844-371032,YP_004888435.1,plantaricin biosynthesis protein PlnQ
lp_0415,5,12,3,5,7,7,NC_004567.2:371368-371514,YP_004888436.1,plantaricin A precursor peptide%2C induction factor
lp_0416,103,296,139,247,321,322,NC_004567.2:371705-373033,YP_004888437.1,two-componet system histidine protein kinase PlnB%3B sensor protein
lp_0417,60,130,51,81,126,150,NC_004567.2:373034-373777,YP_004888438.1,two-component response regulator PlnC%2Cactivator
lp_0418,137,283,146,235,315,339,NC_004567.2:373896-374639,YP_004888439.1,two-component response regulator PlnD%2Crepressor
lp_0419,30,54,23,44,41,70,NC_004567.2:374944-375717,YP_004888440.1,bacteriocin immunity protein PlnI%2Cmembrane-bound protease CAAX family
lp_0421,19,24,21,17,33,40,NC_004567.2:375816-375974,YP_004888441.1,bacteriocin precursor peptide PlnF
lp_0422,4,15,3,9,10,7,NC_004567.2:375999-376169,YP_004888442.1,bacteriocin precursor peptide PlnE
lp_0423,16,45,18,34,31,48,NC_004567.2:376436-378586,YP_004888443.1,bacteriocin ABC-transporter%2C ATP-binding and permease protein PlnG
lp_0424,15,38,20,26,43,48,NC_004567.2:378602-379978,YP_004888444.1,bacteriocin ABC transporter%2C accessory factor PlnH
lp_0426,40,87,45,56,56,72,NC_004567.2:380825-381493,YP_004888447.1,membrane protein PlnU
lp_0428,18,60,24,40,48,48,NC_004567.2:381580-382260,YP_004888448.1,membrane protein plnV
lp_0429,36,74,37,45,65,72,NC_004567.2:382354-383040,YP_004888449.1,membrane protein PlnW
lp_0430,57,129,70,127,124,133,NC_004567.2:383216-383443,YP_004888450.1,toxin-antitoxin system%2C toxin%2C HigB family (pseudogene)
lp_0431,96,164,73,132,126,173,NC_004567.2:383455-383748,YP_004888451.1,toxin-antitoxin system%2C antitoxin%2C HigA family
lp_0432,1261,1799,1110,1589,1613,2015,NC_004567.2:384038-386347,YP_004888452.1,DNA helicase
lp_0433,188,297,143,196,221,266,NC_004567.2:386606-387382,YP_004888453.1,carbon-nitrogen hydrolase family protein
lp_0434,521,815,517,520,557,667,NC_004567.2:387822-388838,YP_004888454.1,tryptophan-tRNA synthetase
lp_0435,117,206,101,100,128,155,NC_004567.2:389246-389956,YP_004888455.1,GntR family transcriptional regulator
lp_0436,159,268,156,160,169,233,NC_004567.2:390029-391390,YP_004888456.1,PTS system%2C cellobiose-specific EIIC component
lp_0438,50,101,47,47,56,75,NC_004567.2:391575-391997,YP_004888457.1,hypothetical protein
lp_0439,8,37,21,22,27,29,NC_004567.2:392220-393575,YP_004888458.1,PTS system%2C cellobiose-specific EIIC component
lp_0440,30,60,23,44,51,48,NC_004567.2:393593-395029,YP_004888459.1,6-phospho-beta-glucosidase
lp_0441,38,57,40,59,46,77,NC_004567.2:395150-396046,YP_004888460.1,bifunctional protein: transcription regulator%3B sugar kinase%2C ROK family
lp_0442,134,259,131,172,202,250,NC_004567.2:396196-396942,YP_004888461.1,RpiR family transcriptional regulator
lp_0443,878,1402,821,1073,1234,1366,NC_004567.2:397055-398068,YP_004888462.1,tRNA-dihydrouridine synthase
lp_0444,157,275,153,165,230,180,NC_004567.2:398424-399656,YP_004888463.1,hypothetical protein
lp_0445,219,417,231,273,295,308,NC_004567.2:399661-400455,YP_004888464.1,hypothetical protein
lp_0446,288,580,294,333,376,455,NC_004567.2:400625-401542,YP_004888465.1,exopolyphosphatase
lp_0447,573,1014,567,667,680,824,NC_004567.2:401588-402862,YP_004888466.1,hydroxymethylglutaryl-CoA reductase
lp_0448,531,831,431,565,631,823,NC_004567.2:402855-403814,YP_004888467.1,hypothetical protein
lp_0449,367,589,334,442,461,632,NC_004567.2:403836-404540,YP_004888468.1,NAD-dependent deacetylase%2C SIR2 family
lp_0450,552,928,494,688,796,908,NC_004567.2:404540-405382,YP_004888469.1,hypothetical protein
lp_0452,44,82,33,67,67,91,NC_004567.2:405979-406368,YP_004888470.1,phosphohydrolase
lp_0454,3252,5618,3254,4149,4609,5350,NC_004567.2:406690-408741,YP_004888471.1,methionine-tRNA synthetase
lp_0455,124,169,98,123,127,157,NC_004567.2:408973-410157,YP_004888472.1,drug resistance transpor protein%2C major facilitator superfamily (MFS)%2C Bcr/CflA subfamily
lp_0456,316,415,268,346,355,476,NC_004567.2:410280-411056,YP_004888473.1,TatD family Dnase
lp_0457,343,462,261,338,349,381,NC_004567.2:411043-411606,YP_004888474.1,topoisomerase/primase family protein
lp_0458,510,854,467,617,693,704,NC_004567.2:411603-412493,YP_004888475.1,dimethyladenosine transferase
lp_0459,1406,2803,1252,2795,2695,3454,NC_004567.2:412598-412849,YP_004888476.1,hypothetical protein
lp_0460,315,509,258,376,352,463,NC_004567.2:412982-413848,YP_004888477.1,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
lp_0461,354,626,370,522,560,720,NC_004567.2:414158-415102,YP_004888478.1,cell surface hydrolase%2C membrane-bound
lp_0463,100,189,89,172,185,191,NC_004567.2:415370-416068,YP_004888479.1,zinc/iron ABC transporter%2C ATP-binding protein
lp_0464,128,215,141,182,202,204,NC_004567.2:416055-416858,YP_004888480.1,zinc/iron ABC transporter%2C permease protein
lp_0466,150,300,154,197,276,309,NC_004567.2:417214-418050,YP_004888481.1,purine biosynthesis operon repressor%2Cphosphoribosyltransferase
lp_0467,1506,2395,1348,1632,1567,1978,NC_004567.2:418119-419501,YP_004888482.1,UDP-N-acetylglucosamine pyrophosphorylase
lp_0469,19,50,13,28,40,45,NC_004567.2:419737-420561,YP_004888483.1,beta-lactamase
lp_0471,3125,5202,2987,4111,4583,5422,NC_004567.2:420927-421907,YP_004888484.1,ribose-phosphate pyrophosphokinase
lp_0472,750,1366,735,1049,1166,1330,NC_004567.2:422195-423217,YP_004888485.1,membrane protein
lp_0473,1321,2273,1253,1745,1829,2091,NC_004567.2:423300-424286,YP_004888486.1,lipoprotein
lp_0475,573,763,482,516,622,708,NC_004567.2:424456-425265,YP_004888487.1,hydrolase%2C HAD superfamily%2C Cof family
lp_0476,734,1142,643,721,909,934,NC_004567.2:425285-426637,YP_004888488.1,metal-dependent phosphohydrolase%2C HD family
lp_0477,436,614,365,430,377,468,NC_004567.2:426652-427584,YP_004888489.1,lipoate-protein ligase A
lp_0479,408,713,367,483,493,648,NC_004567.2:427947-428387,YP_004888490.1,hypothetical protein
lp_0480,1895,3186,1815,2487,3003,3470,NC_004567.2:428432-429031,YP_004888491.1,DNA-directed RNA polymerase subunit delta
lp_0481,1856,2872,1689,2183,2327,2571,NC_004567.2:429204-430817,YP_004888492.1,CTP synthase
lp_0482,416,699,419,618,687,997,NC_004567.2:430926-431795,YP_004888493.1,Rgg/GadR/MutR family transcriptional activator
lp_0483,4,21,2,7,14,8,NC_004567.2:431953-432123,YP_004888494.1,lysine biosynthesis protein LysW
lp_0484,43,90,44,71,66,88,NC_004567.2:432126-432995,YP_004888495.1,ATP-dependent carboxylate-amine/thiol ligase family protein
lp_0485,25,79,42,41,60,65,NC_004567.2:432979-433608,YP_004888496.1,hypothetical protein
lp_0486,67,145,67,77,114,115,NC_004567.2:433608-434927,YP_004888497.1,pyridoxal-phosphate-dependent aminotransferase
lp_0487,46,93,57,62,120,97,NC_004567.2:434936-435955,YP_004888498.1,N-acetyl-gamma-glutamyl-phosphate reductase
lp_0488,146,284,135,192,237,276,NC_004567.2:435955-437793,YP_004888499.1,bifunctional protein: acetyl-glutamate kinase%3B acetyl-ornithine deacetylase
lp_0489,49,100,43,55,67,87,NC_004567.2:437783-438610,YP_004888500.1,transketolase
lp_0490,32,64,34,56,71,51,NC_004567.2:438645-439160,YP_004888501.1,NADPH-dependent FMN reductase
lp_0491,62,120,53,89,120,113,NC_004567.2:439138-440055,YP_004888502.1,transketolase%2C pyrimidine-binding domain
lp_0492,138,228,146,192,218,304,NC_004567.2:440063-441274,YP_004888503.1,transport protein%2C major facilitator superfamily (MFS)
lp_0493,247,447,277,354,396,495,NC_004567.2:441271-442512,YP_004888504.1,hypothetical protein
lp_0495,231,391,233,268,278,329,NC_004567.2:442825-443775,YP_004888505.1,deoxyribonucleoside regulator%2C putative inducer deoxyribose 5-P
